,0,1,y_true
0,0.23876930776910799,0.07250801901185484,0
1,1.1051845873290356,0.856914244072797,1
2,0.9222046641143917,1.0384369729404705,1
3,0.2768676084164335,0.7986063499429013,0
4,-0.049180911901026345,1.0644557371748264,0
5,1.08572540019392,0.872237833103799,1
6,1.0387936879421502,1.1905306838193153,1
7,0.0835751470086466,0.23213901619945496,0
8,0.9410443104262934,1.0333729759947468,1
9,0.944898043143569,-0.09685116837003087,0
10,-0.191735588384334,0.8554707987723809,0
11,-0.012577201572958323,-0.0924872121398748,0
12,0.8276478041538575,1.0889383458981532,1
13,-0.048805997095445086,1.064365629124751,0
14,1.070034500932003,0.9700198643635901,1
15,1.0287679488937025,1.0389840391783796,1
16,-0.08734505941562724,0.9081280442422365,0
17,0.9983795929226994,0.95371828830597,1
18,1.0617850384782463,0.011720159413907487,0
19,0.06687140414175065,0.0258508980705371,0
20,1.018526537616648,0.00023242738228312156,0
21,0.16326040935568267,1.057801655084821,0
22,0.9994881230436057,1.0963296656491048,1
23,0.10857624678806327,0.063929927021779,0
24,0.9114474586336974,0.9608266546665644,1
25,0.9403606466394006,1.0050579234997357,1
26,1.25680093941795,0.8097684454633917,1
27,-0.023534879050510236,-0.1251099068712126,0
28,1.085042269534844,0.9040612651167188,1
29,1.0241900223848492,1.0110001707947207,1
30,-0.046236356561062515,0.8785206875391585,0
31,0.9623798028562754,1.0822810366786848,1
32,1.0721520011551355,-0.057182525658286056,0
33,0.9165062585211377,0.013749944215064034,0
34,-0.09252725353072466,-0.0032533940435893194,0
35,0.08710236833492094,0.9471079216310673,0
36,0.01847365640417618,1.0623744955925443,0
37,-0.00994644638172317,1.0545156014877481,0
38,-0.06476308127531663,0.28507265161506684,0
39,-0.07934448495142872,1.0049044133724159,0
40,1.1338559552544363,0.9851208428093047,1
41,0.039352777062283816,0.9888893533160787,0
42,-0.01804028968780163,0.11893998350186777,0
43,-0.018945254584612378,0.827948172745249,0
44,1.0044458964819707,0.9718473819207742,1
45,-0.216200701871534,0.8575054625216999,0
46,-0.10545829645485272,0.03781810401216471,0
47,1.0265906512319853,1.036587973564458,1
48,0.9377259247737437,-0.05401898427404444,0
49,0.9387355361953025,0.061069368461777934,0
